"area_name","area_code","date","new_cases","total_cases"
"Enfield","E09000010",2020-05-03,4,1009
"Greenwich","E09000011",2020-05-03,1,785
"Hackney and City of London","E09000012",2020-05-03,4,700
"Hammersmith and Fulham","E09000013",2020-05-03,2,657
"Haringey","E09000014",2020-05-03,1,629
"Harrow","E09000015",2020-05-03,7,1078
"Havering","E09000016",2020-05-03,8,786
"Hillingdon","E09000017",2020-05-03,5,890
"Hounslow","E09000018",2020-05-03,5,839
"Islington","E09000019",2020-05-03,4,464
"Kensington and Chelsea","E09000020",2020-05-03,3,497
"Kingston upon Thames","E09000021",2020-05-03,6,590
"Lambeth","E09000022",2020-05-03,4,1224
"Lewisham","E09000023",2020-05-03,6,1056
"Merton","E09000024",2020-05-03,10,771
"Newham","E09000025",2020-05-03,5,1068
"Redbridge","E09000026",2020-05-03,9,863
"Richmond upon Thames","E09000027",2020-05-03,4,449
"Southwark","E09000028",2020-05-03,3,1299
"Sutton","E09000029",2020-05-03,10,838
"Tower Hamlets","E09000030",2020-05-03,4,696
"Waltham Forest","E09000031",2020-05-03,6,853
"Wandsworth","E09000032",2020-05-03,4,1017
"Westminster","E09000033",2020-05-03,0,672
"Barking and Dagenham","E09000002",2020-05-04,4,579
"Barnet","E09000003",2020-05-04,12,1375
"Bexley","E09000004",2020-05-04,9,837
"Brent","E09000005",2020-05-04,8,1513
"Bromley","E09000006",2020-05-04,14,1271
"Camden","E09000007",2020-05-04,0,618
"Croydon","E09000008",2020-05-04,15,1632
"Ealing","E09000009",2020-05-04,13,1256
"Enfield","E09000010",2020-05-04,9,1018
"Greenwich","E09000011",2020-05-04,6,791
"Hackney and City of London","E09000012",2020-05-04,4,704
"Hammersmith and Fulham","E09000013",2020-05-04,6,663
"Haringey","E09000014",2020-05-04,3,632
"Harrow","E09000015",2020-05-04,20,1098
"Havering","E09000016",2020-05-04,16,802
"Hillingdon","E09000017",2020-05-04,13,903
"Hounslow","E09000018",2020-05-04,15,854
"Islington","E09000019",2020-05-04,4,468
"Kensington and Chelsea","E09000020",2020-05-04,1,498
"Kingston upon Thames","E09000021",2020-05-04,8,598
"Lambeth","E09000022",2020-05-04,5,1229
"Lewisham","E09000023",2020-05-04,5,1061
"Merton","E09000024",2020-05-04,4,775
"Newham","E09000025",2020-05-04,8,1076
"Redbridge","E09000026",2020-05-04,14,877
"Richmond upon Thames","E09000027",2020-05-04,4,453
"Southwark","E09000028",2020-05-04,6,1305
"Sutton","E09000029",2020-05-04,4,842
"Tower Hamlets","E09000030",2020-05-04,1,697
"Waltham Forest","E09000031",2020-05-04,11,864
"Wandsworth","E09000032",2020-05-04,4,1021
"Westminster","E09000033",2020-05-04,2,674
"Barking and Dagenham","E09000002",2020-05-05,6,585
"Barnet","E09000003",2020-05-05,14,1389
"Bexley","E09000004",2020-05-05,6,843
"Brent","E09000005",2020-05-05,6,1519
"Bromley","E09000006",2020-05-05,14,1285
"Camden","E09000007",2020-05-05,5,623
"Croydon","E09000008",2020-05-05,8,1640
"Ealing","E09000009",2020-05-05,7,1263
"Enfield","E09000010",2020-05-05,9,1027
"Greenwich","E09000011",2020-05-05,6,797
"Hackney and City of London","E09000012",2020-05-05,5,709
"Hammersmith and Fulham","E09000013",2020-05-05,1,664
"Haringey","E09000014",2020-05-05,6,638
"Harrow","E09000015",2020-05-05,12,1110
"Havering","E09000016",2020-05-05,7,809
"Hillingdon","E09000017",2020-05-05,7,910
"Hounslow","E09000018",2020-05-05,4,858
"Islington","E09000019",2020-05-05,2,470
"Kensington and Chelsea","E09000020",2020-05-05,2,500
"Kingston upon Thames","E09000021",2020-05-05,5,603
"Lambeth","E09000022",2020-05-05,6,1235
"Lewisham","E09000023",2020-05-05,7,1068
"Merton","E09000024",2020-05-05,5,780
"Newham","E09000025",2020-05-05,8,1084
"Redbridge","E09000026",2020-05-05,25,902
"Richmond upon Thames","E09000027",2020-05-05,3,456
"Southwark","E09000028",2020-05-05,8,1313
"Sutton","E09000029",2020-05-05,10,852
"Tower Hamlets","E09000030",2020-05-05,2,699
"Waltham Forest","E09000031",2020-05-05,8,872
"Wandsworth","E09000032",2020-05-05,5,1026
"Westminster","E09000033",2020-05-05,3,677
"Barking and Dagenham","E09000002",2020-05-06,4,589
"Barnet","E09000003",2020-05-06,10,1399
"Bexley","E09000004",2020-05-06,14,857
"Brent","E09000005",2020-05-06,8,1527
"Bromley","E09000006",2020-05-06,37,1322
"Camden","E09000007",2020-05-06,4,627
"Croydon","E09000008",2020-05-06,10,1650
"Ealing","E09000009",2020-05-06,12,1275
"Enfield","E09000010",2020-05-06,5,1032
"Greenwich","E09000011",2020-05-06,3,800
"Hackney and City of London","E09000012",2020-05-06,5,714
"Hammersmith and Fulham","E09000013",2020-05-06,2,666
"Haringey","E09000014",2020-05-06,6,644
"Harrow","E09000015",2020-05-06,13,1123
"Havering","E09000016",2020-05-06,8,817
"Hillingdon","E09000017",2020-05-06,12,922
"Hounslow","E09000018",2020-05-06,10,868
"Islington","E09000019",2020-05-06,2,472
"Kensington and Chelsea","E09000020",2020-05-06,3,503
"Kingston upon Thames","E09000021",2020-05-06,6,609
"Lambeth","E09000022",2020-05-06,5,1240
"Lewisham","E09000023",2020-05-06,6,1074
"Merton","E09000024",2020-05-06,14,794
"Newham","E09000025",2020-05-06,18,1102
"Redbridge","E09000026",2020-05-06,15,917
"Richmond upon Thames","E09000027",2020-05-06,3,459
"Southwark","E09000028",2020-05-06,9,1322
"Sutton","E09000029",2020-05-06,4,856
"Tower Hamlets","E09000030",2020-05-06,2,701
"Waltham Forest","E09000031",2020-05-06,10,882
"Wandsworth","E09000032",2020-05-06,5,1031
"Westminster","E09000033",2020-05-06,3,680
"Barking and Dagenham","E09000002",2020-05-07,6,595
"Barnet","E09000003",2020-05-07,13,1412
"Bexley","E09000004",2020-05-07,11,868
"Brent","E09000005",2020-05-07,8,1535
"Bromley","E09000006",2020-05-07,19,1341
"Camden","E09000007",2020-05-07,8,635
"Croydon","E09000008",2020-05-07,9,1659
"Ealing","E09000009",2020-05-07,20,1295
"Enfield","E09000010",2020-05-07,2,1034
"Greenwich","E09000011",2020-05-07,9,809
"Hackney and City of London","E09000012",2020-05-07,7,721
"Hammersmith and Fulham","E09000013",2020-05-07,4,670
"Haringey","E09000014",2020-05-07,12,656
"Harrow","E09000015",2020-05-07,19,1142
"Havering","E09000016",2020-05-07,1,818
"Hillingdon","E09000017",2020-05-07,12,934
"Hounslow","E09000018",2020-05-07,9,877
"Islington","E09000019",2020-05-07,2,474
"Kensington and Chelsea","E09000020",2020-05-07,4,507
"Kingston upon Thames","E09000021",2020-05-07,6,615
"Lambeth","E09000022",2020-05-07,8,1248
"Lewisham","E09000023",2020-05-07,9,1083
"Merton","E09000024",2020-05-07,8,802
"Newham","E09000025",2020-05-07,6,1108
"Redbridge","E09000026",2020-05-07,21,938
"Richmond upon Thames","E09000027",2020-05-07,6,465
"Southwark","E09000028",2020-05-07,4,1326
"Sutton","E09000029",2020-05-07,4,860
"Tower Hamlets","E09000030",2020-05-07,3,704
"Waltham Forest","E09000031",2020-05-07,10,892
"Wandsworth","E09000032",2020-05-07,9,1040
"Westminster","E09000033",2020-05-07,3,683
"Barking and Dagenham","E09000002",2020-05-08,6,601
"Barnet","E09000003",2020-05-08,7,1419
"Bexley","E09000004",2020-05-08,8,876
"Brent","E09000005",2020-05-08,19,1554
"Bromley","E09000006",2020-05-08,24,1365
"Camden","E09000007",2020-05-08,3,638
"Croydon","E09000008",2020-05-08,13,1672
"Ealing","E09000009",2020-05-08,15,1310
"Enfield","E09000010",2020-05-08,7,1041
"Greenwich","E09000011",2020-05-08,10,819
"Hackney and City of London","E09000012",2020-05-08,3,724
"Hammersmith and Fulham","E09000013",2020-05-08,3,673
"Haringey","E09000014",2020-05-08,6,662
"Harrow","E09000015",2020-05-08,10,1152
"Havering","E09000016",2020-05-08,3,821
"Hillingdon","E09000017",2020-05-08,1,935
"Hounslow","E09000018",2020-05-08,9,886
"Islington","E09000019",2020-05-08,6,480
"Kensington and Chelsea","E09000020",2020-05-08,2,509
"Kingston upon Thames","E09000021",2020-05-08,4,619
"Lambeth","E09000022",2020-05-08,2,1250
"Lewisham","E09000023",2020-05-08,7,1090
"Merton","E09000024",2020-05-08,3,805
"Newham","E09000025",2020-05-08,4,1112
"Redbridge","E09000026",2020-05-08,7,945
"Richmond upon Thames","E09000027",2020-05-08,3,468
"Southwark","E09000028",2020-05-08,4,1330
"Sutton","E09000029",2020-05-08,7,867
"Tower Hamlets","E09000030",2020-05-08,1,705
"Waltham Forest","E09000031",2020-05-08,5,897
"Wandsworth","E09000032",2020-05-08,2,1042
"Westminster","E09000033",2020-05-08,3,686
"Barking and Dagenham","E09000002",2020-05-09,4,605
"Barnet","E09000003",2020-05-09,5,1424
"Bexley","E09000004",2020-05-09,4,880
"Brent","E09000005",2020-05-09,8,1562
"Bromley","E09000006",2020-05-09,4,1369
"Camden","E09000007",2020-05-09,2,640
"Croydon","E09000008",2020-05-09,5,1677
"Ealing","E09000009",2020-05-09,4,1314
"Enfield","E09000010",2020-05-09,1,1042
"Greenwich","E09000011",2020-05-09,2,821
"Hackney and City of London","E09000012",2020-05-09,3,727
"Hammersmith and Fulham","E09000013",2020-05-09,1,674
"Haringey","E09000014",2020-05-09,2,664
"Harrow","E09000015",2020-05-09,7,1159
"Havering","E09000016",2020-05-09,0,821
"Hillingdon","E09000017",2020-05-09,5,940
"Hounslow","E09000018",2020-05-09,9,895
"Islington","E09000019",2020-05-09,4,484
"Kensington and Chelsea","E09000020",2020-05-09,2,511
"Kingston upon Thames","E09000021",2020-05-09,2,621
"Lambeth","E09000022",2020-05-09,6,1256
"Lewisham","E09000023",2020-05-09,2,1092
"Merton","E09000024",2020-05-09,2,807
"Newham","E09000025",2020-05-09,7,1119
"Redbridge","E09000026",2020-05-09,4,949
"Richmond upon Thames","E09000027",2020-05-09,2,470
"Southwark","E09000028",2020-05-09,7,1337
"Sutton","E09000029",2020-05-09,4,871
"Tower Hamlets","E09000030",2020-05-09,4,709
"Waltham Forest","E09000031",2020-05-09,7,904
"Wandsworth","E09000032",2020-05-09,4,1046
"Westminster","E09000033",2020-05-09,4,690
"Barking and Dagenham","E09000002",2020-05-10,7,612
"Barnet","E09000003",2020-05-10,8,1432
"Bexley","E09000004",2020-05-10,8,888
"Brent","E09000005",2020-05-10,3,1565
"Bromley","E09000006",2020-05-10,11,1380
"Camden","E09000007",2020-05-10,2,642
"Croydon","E09000008",2020-05-10,3,1680
"Ealing","E09000009",2020-05-10,2,1316
"Enfield","E09000010",2020-05-10,2,1044
"Greenwich","E09000011",2020-05-10,6,827
"Hackney and City of London","E09000012",2020-05-10,0,727
"Hammersmith and Fulham","E09000013",2020-05-10,1,675
"Haringey","E09000014",2020-05-10,4,668
"Harrow","E09000015",2020-05-10,0,1159
"Havering","E09000016",2020-05-10,4,825
"Hillingdon","E09000017",2020-05-10,2,942
"Hounslow","E09000018",2020-05-10,4,899
"Islington","E09000019",2020-05-10,0,484
"Kensington and Chelsea","E09000020",2020-05-10,0,511
"Kingston upon Thames","E09000021",2020-05-10,8,629
"Lambeth","E09000022",2020-05-10,3,1259
"Lewisham","E09000023",2020-05-10,3,1095
"Merton","E09000024",2020-05-10,4,811
"Newham","E09000025",2020-05-10,9,1128
"Redbridge","E09000026",2020-05-10,7,956
"Richmond upon Thames","E09000027",2020-05-10,0,470
"Southwark","E09000028",2020-05-10,6,1343
"Sutton","E09000029",2020-05-10,5,876
"Tower Hamlets","E09000030",2020-05-10,2,711
"Waltham Forest","E09000031",2020-05-10,2,906
"Wandsworth","E09000032",2020-05-10,6,1052
"Westminster","E09000033",2020-05-10,3,693
"Barking and Dagenham","E09000002",2020-05-11,7,619
"Barnet","E09000003",2020-05-11,6,1438
"Bexley","E09000004",2020-05-11,7,895
"Brent","E09000005",2020-05-11,8,1573
"Bromley","E09000006",2020-05-11,7,1387
"Camden","E09000007",2020-05-11,6,648
"Croydon","E09000008",2020-05-11,4,1684
"Ealing","E09000009",2020-05-11,10,1326
"Enfield","E09000010",2020-05-11,6,1050
"Greenwich","E09000011",2020-05-11,4,831
"Hackney and City of London","E09000012",2020-05-11,4,731
"Hammersmith and Fulham","E09000013",2020-05-11,2,677
"Haringey","E09000014",2020-05-11,4,672
"Harrow","E09000015",2020-05-11,3,1162
"Havering","E09000016",2020-05-11,4,829
"Hillingdon","E09000017",2020-05-11,3,945
"Hounslow","E09000018",2020-05-11,3,902
"Islington","E09000019",2020-05-11,4,488
"Kensington and Chelsea","E09000020",2020-05-11,1,512
"Kingston upon Thames","E09000021",2020-05-11,9,638
"Lambeth","E09000022",2020-05-11,5,1264
"Lewisham","E09000023",2020-05-11,7,1102
"Merton","E09000024",2020-05-11,2,813
"Newham","E09000025",2020-05-11,5,1133
"Redbridge","E09000026",2020-05-11,3,959
"Richmond upon Thames","E09000027",2020-05-11,4,474
"Southwark","E09000028",2020-05-11,10,1353
"Sutton","E09000029",2020-05-11,10,886
"Tower Hamlets","E09000030",2020-05-11,5,716
"Waltham Forest","E09000031",2020-05-11,3,909
"Wandsworth","E09000032",2020-05-11,1,1053
"Westminster","E09000033",2020-05-11,3,696
"Barking and Dagenham","E09000002",2020-05-12,3,622
"Barnet","E09000003",2020-05-12,11,1449
"Bexley","E09000004",2020-05-12,11,906
"Brent","E09000005",2020-05-12,7,1580
"Bromley","E09000006",2020-05-12,20,1407
"Camden","E09000007",2020-05-12,3,651
"Croydon","E09000008",2020-05-12,10,1694
"Ealing","E09000009",2020-05-12,11,1337
"Enfield","E09000010",2020-05-12,8,1058
"Greenwich","E09000011",2020-05-12,7,838
"Hackney and City of London","E09000012",2020-05-12,3,734
"Hammersmith and Fulham","E09000013",2020-05-12,3,680
"Haringey","E09000014",2020-05-12,1,673
"Harrow","E09000015",2020-05-12,7,1169
"Havering","E09000016",2020-05-12,2,831
"Hillingdon","E09000017",2020-05-12,10,955
"Hounslow","E09000018",2020-05-12,10,912
"Islington","E09000019",2020-05-12,2,490
"Kensington and Chelsea","E09000020",2020-05-12,2,514
"Kingston upon Thames","E09000021",2020-05-12,9,647
"Lambeth","E09000022",2020-05-12,3,1267
"Lewisham","E09000023",2020-05-12,5,1107
"Merton","E09000024",2020-05-12,9,822
"Newham","E09000025",2020-05-12,4,1137
"Redbridge","E09000026",2020-05-12,6,965
"Richmond upon Thames","E09000027",2020-05-12,1,475
"Southwark","E09000028",2020-05-12,9,1362
"Sutton","E09000029",2020-05-12,3,889
"Tower Hamlets","E09000030",2020-05-12,2,718
"Waltham Forest","E09000031",2020-05-12,2,911
"Wandsworth","E09000032",2020-05-12,10,1063
"Westminster","E09000033",2020-05-12,2,698
"Barking and Dagenham","E09000002",2020-05-13,11,633
"Barnet","E09000003",2020-05-13,15,1464
"Bexley","E09000004",2020-05-13,6,912
"Brent","E09000005",2020-05-13,4,1584
"Bromley","E09000006",2020-05-13,7,1414
"Camden","E09000007",2020-05-13,4,655
"Croydon","E09000008",2020-05-13,8,1702
"Ealing","E09000009",2020-05-13,24,1361
"Enfield","E09000010",2020-05-13,7,1065
"Greenwich","E09000011",2020-05-13,10,848
"Hackney and City of London","E09000012",2020-05-13,5,739
"Hammersmith and Fulham","E09000013",2020-05-13,3,683
"Haringey","E09000014",2020-05-13,4,677
"Harrow","E09000015",2020-05-13,3,1172
"Havering","E09000016",2020-05-13,4,835
"Hillingdon","E09000017",2020-05-13,6,961
"Hounslow","E09000018",2020-05-13,5,917
"Islington","E09000019",2020-05-13,4,494
"Kensington and Chelsea","E09000020",2020-05-13,1,515
"Kingston upon Thames","E09000021",2020-05-13,8,655
"Lambeth","E09000022",2020-05-13,6,1273
"Lewisham","E09000023",2020-05-13,10,1117
"Merton","E09000024",2020-05-13,10,832
"Newham","E09000025",2020-05-13,1,1138
"Redbridge","E09000026",2020-05-13,5,970
"Richmond upon Thames","E09000027",2020-05-13,4,479
"Southwark","E09000028",2020-05-13,5,1367
"Sutton","E09000029",2020-05-13,4,893
"Tower Hamlets","E09000030",2020-05-13,2,720
"Waltham Forest","E09000031",2020-05-13,6,917
"Wandsworth","E09000032",2020-05-13,8,1071
"Westminster","E09000033",2020-05-13,4,702
"Barking and Dagenham","E09000002",2020-05-14,2,635
"Barnet","E09000003",2020-05-14,5,1469
"Bexley","E09000004",2020-05-14,11,923
"Brent","E09000005",2020-05-14,7,1591
"Bromley","E09000006",2020-05-14,7,1421
"Camden","E09000007",2020-05-14,1,656
"Croydon","E09000008",2020-05-14,9,1711
"Ealing","E09000009",2020-05-14,19,1380
"Enfield","E09000010",2020-05-14,4,1069
"Greenwich","E09000011",2020-05-14,2,850
"Hackney and City of London","E09000012",2020-05-14,1,740
"Hammersmith and Fulham","E09000013",2020-05-14,1,684
"Haringey","E09000014",2020-05-14,5,682
"Harrow","E09000015",2020-05-14,9,1181
"Havering","E09000016",2020-05-14,5,840
"Hillingdon","E09000017",2020-05-14,9,970
"Hounslow","E09000018",2020-05-14,5,922
"Islington","E09000019",2020-05-14,1,495
"Kensington and Chelsea","E09000020",2020-05-14,0,515
"Kingston upon Thames","E09000021",2020-05-14,12,667
"Lambeth","E09000022",2020-05-14,9,1282
"Lewisham","E09000023",2020-05-14,3,1120
"Merton","E09000024",2020-05-14,3,835
"Newham","E09000025",2020-05-14,5,1143
"Redbridge","E09000026",2020-05-14,1,971
"Richmond upon Thames","E09000027",2020-05-14,1,480
"Southwark","E09000028",2020-05-14,4,1371
"Sutton","E09000029",2020-05-14,5,898
"Tower Hamlets","E09000030",2020-05-14,1,721
"Waltham Forest","E09000031",2020-05-14,2,919
"Wandsworth","E09000032",2020-05-14,3,1074
"Westminster","E09000033",2020-05-14,5,707
"Barking and Dagenham","E09000002",2020-05-15,1,636
"Barnet","E09000003",2020-05-15,5,1474
"Bexley","E09000004",2020-05-15,2,925
"Brent","E09000005",2020-05-15,3,1594
"Bromley","E09000006",2020-05-15,10,1431
"Camden","E09000007",2020-05-15,1,657
"Croydon","E09000008",2020-05-15,9,1720
"Ealing","E09000009",2020-05-15,11,1391
"Enfield","E09000010",2020-05-15,4,1073
"Greenwich","E09000011",2020-05-15,8,858
"Hackney and City of London","E09000012",2020-05-15,3,743
"Hammersmith and Fulham","E09000013",2020-05-15,2,686
"Haringey","E09000014",2020-05-15,7,689
"Harrow","E09000015",2020-05-15,5,1186
"Havering","E09000016",2020-05-15,7,847
"Hillingdon","E09000017",2020-05-15,3,973
"Hounslow","E09000018",2020-05-15,5,927
"Islington","E09000019",2020-05-15,4,499
"Kensington and Chelsea","E09000020",2020-05-15,1,516
"Kingston upon Thames","E09000021",2020-05-15,3,670
"Lambeth","E09000022",2020-05-15,7,1289
"Lewisham","E09000023",2020-05-15,1,1121
"Merton","E09000024",2020-05-15,3,838
"Newham","E09000025",2020-05-15,2,1145
"Redbridge","E09000026",2020-05-15,3,974
"Richmond upon Thames","E09000027",2020-05-15,4,484
"Southwark","E09000028",2020-05-15,5,1376
"Sutton","E09000029",2020-05-15,1,899
"Tower Hamlets","E09000030",2020-05-15,2,723
"Waltham Forest","E09000031",2020-05-15,1,920
"Wandsworth","E09000032",2020-05-15,6,1080
"Westminster","E09000033",2020-05-15,2,709
"Barking and Dagenham","E09000002",2020-05-16,2,638
"Barnet","E09000003",2020-05-16,2,1476
"Bexley","E09000004",2020-05-16,1,926
"Brent","E09000005",2020-05-16,1,1595
"Bromley","E09000006",2020-05-16,5,1436
"Camden","E09000007",2020-05-16,1,658
"Croydon","E09000008",2020-05-16,9,1729
"Ealing","E09000009",2020-05-16,1,1392
"Enfield","E09000010",2020-05-16,7,1080
"Greenwich","E09000011",2020-05-16,3,861
"Hackney and City of London","E09000012",2020-05-16,1,744
"Hammersmith and Fulham","E09000013",2020-05-16,0,686
"Haringey","E09000014",2020-05-16,5,694
"Harrow","E09000015",2020-05-16,0,1186
"Havering","E09000016",2020-05-16,4,851
"Hillingdon","E09000017",2020-05-16,5,978
"Hounslow","E09000018",2020-05-16,3,930
"Islington","E09000019",2020-05-16,2,501
"Kensington and Chelsea","E09000020",2020-05-16,0,516
"Kingston upon Thames","E09000021",2020-05-16,1,671
"Lambeth","E09000022",2020-05-16,1,1290
"Lewisham","E09000023",2020-05-16,3,1124
"Merton","E09000024",2020-05-16,2,840
"Newham","E09000025",2020-05-16,2,1147
"Redbridge","E09000026",2020-05-16,6,980
"Richmond upon Thames","E09000027",2020-05-16,1,485
"Southwark","E09000028",2020-05-16,2,1378
"Sutton","E09000029",2020-05-16,1,900
"Tower Hamlets","E09000030",2020-05-16,0,723
"Waltham Forest","E09000031",2020-05-16,2,922
"Wandsworth","E09000032",2020-05-16,1,1081
"Westminster","E09000033",2020-05-16,0,709
"Barking and Dagenham","E09000002",2020-05-17,1,639
"Barnet","E09000003",2020-05-17,6,1482
"Bexley","E09000004",2020-05-17,6,932
"Brent","E09000005",2020-05-17,3,1598
"Bromley","E09000006",2020-05-17,2,1438
"Camden","E09000007",2020-05-17,0,658
"Croydon","E09000008",2020-05-17,2,1731
"Ealing","E09000009",2020-05-17,2,1394
"Enfield","E09000010",2020-05-17,10,1090
"Greenwich","E09000011",2020-05-17,2,863
"Hackney and City of London","E09000012",2020-05-17,1,745
"Hammersmith and Fulham","E09000013",2020-05-17,1,687
"Haringey","E09000014",2020-05-17,1,695
"Harrow","E09000015",2020-05-17,4,1190
"Havering","E09000016",2020-05-17,3,854
"Hillingdon","E09000017",2020-05-17,2,980
"Hounslow","E09000018",2020-05-17,4,934
"Islington","E09000019",2020-05-17,2,503
"Kensington and Chelsea","E09000020",2020-05-17,2,518
"Kingston upon Thames","E09000021",2020-05-17,0,671
"Lambeth","E09000022",2020-05-17,0,1290
"Lewisham","E09000023",2020-05-17,1,1125
"Merton","E09000024",2020-05-17,4,844
"Newham","E09000025",2020-05-17,7,1154
"Redbridge","E09000026",2020-05-17,4,984
"Richmond upon Thames","E09000027",2020-05-17,1,486
"Southwark","E09000028",2020-05-17,0,1378
"Sutton","E09000029",2020-05-17,0,900
"Tower Hamlets","E09000030",2020-05-17,1,724
"Waltham Forest","E09000031",2020-05-17,4,926
"Wandsworth","E09000032",2020-05-17,2,1083
"Westminster","E09000033",2020-05-17,1,710
"Barking and Dagenham","E09000002",2020-05-18,2,641
"Barnet","E09000003",2020-05-18,9,1491
"Bexley","E09000004",2020-05-18,8,940
"Brent","E09000005",2020-05-18,5,1603
"Bromley","E09000006",2020-05-18,7,1445
"Camden","E09000007",2020-05-18,2,660
"Croydon","E09000008",2020-05-18,5,1736
"Ealing","E09000009",2020-05-18,4,1398
"Enfield","E09000010",2020-05-18,6,1096
"Greenwich","E09000011",2020-05-18,5,868
"Hackney and City of London","E09000012",2020-05-18,5,750
"Hammersmith and Fulham","E09000013",2020-05-18,3,690
"Haringey","E09000014",2020-05-18,0,695
"Harrow","E09000015",2020-05-18,5,1195
"Havering","E09000016",2020-05-18,2,856
"Hillingdon","E09000017",2020-05-18,1,981
"Hounslow","E09000018",2020-05-18,2,936
"Islington","E09000019",2020-05-18,1,504
"Kensington and Chelsea","E09000020",2020-05-18,2,520
"Kingston upon Thames","E09000021",2020-05-18,2,673
"Lambeth","E09000022",2020-05-18,2,1292
"Lewisham","E09000023",2020-05-18,2,1127
"Merton","E09000024",2020-05-18,9,853
"Newham","E09000025",2020-05-18,4,1158
"Redbridge","E09000026",2020-05-18,4,988
"Richmond upon Thames","E09000027",2020-05-18,1,487
"Southwark","E09000028",2020-05-18,2,1380
"Sutton","E09000029",2020-05-18,5,905
"Tower Hamlets","E09000030",2020-05-18,2,726
"Waltham Forest","E09000031",2020-05-18,2,928
"Wandsworth","E09000032",2020-05-18,3,1086
"Westminster","E09000033",2020-05-18,1,711
"Barking and Dagenham","E09000002",2020-05-19,5,646
"Barnet","E09000003",2020-05-19,9,1500
"Bexley","E09000004",2020-05-19,3,943
"Brent","E09000005",2020-05-19,11,1614
"Bromley","E09000006",2020-05-19,5,1450
"Camden","E09000007",2020-05-19,1,661
"Croydon","E09000008",2020-05-19,7,1743
"Ealing","E09000009",2020-05-19,4,1402
"Enfield","E09000010",2020-05-19,8,1104
"Greenwich","E09000011",2020-05-19,5,873
"Hackney and City of London","E09000012",2020-05-19,6,756
"Hammersmith and Fulham","E09000013",2020-05-19,1,691
"Haringey","E09000014",2020-05-19,1,696
"Harrow","E09000015",2020-05-19,4,1199
"Havering","E09000016",2020-05-19,3,859
"Hillingdon","E09000017",2020-05-19,5,986
"Hounslow","E09000018",2020-05-19,1,937
"Islington","E09000019",2020-05-19,3,507
"Kensington and Chelsea","E09000020",2020-05-19,0,520
"Kingston upon Thames","E09000021",2020-05-19,2,675
"Lambeth","E09000022",2020-05-19,2,1294
"Lewisham","E09000023",2020-05-19,4,1131
"Merton","E09000024",2020-05-19,10,863
"Newham","E09000025",2020-05-19,0,1158
"Redbridge","E09000026",2020-05-19,8,996
"Richmond upon Thames","E09000027",2020-05-19,0,487
"Southwark","E09000028",2020-05-19,1,1381
"Sutton","E09000029",2020-05-19,9,914
"Tower Hamlets","E09000030",2020-05-19,2,728
"Waltham Forest","E09000031",2020-05-19,8,936
"Wandsworth","E09000032",2020-05-19,3,1089
"Westminster","E09000033",2020-05-19,1,712
"Barking and Dagenham","E09000002",2020-05-20,4,650
"Barnet","E09000003",2020-05-20,10,1510
"Bexley","E09000004",2020-05-20,6,949
"Brent","E09000005",2020-05-20,10,1624
"Bromley","E09000006",2020-05-20,4,1454
"Camden","E09000007",2020-05-20,4,665
"Croydon","E09000008",2020-05-20,12,1755
"Ealing","E09000009",2020-05-20,11,1413
"Enfield","E09000010",2020-05-20,3,1107
"Greenwich","E09000011",2020-05-20,1,874
"Hackney and City of London","E09000012",2020-05-20,2,758
"Hammersmith and Fulham","E09000013",2020-05-20,5,696
"Haringey","E09000014",2020-05-20,2,698
"Harrow","E09000015",2020-05-20,5,1204
"Havering","E09000016",2020-05-20,7,866
"Hillingdon","E09000017",2020-05-20,3,989
"Hounslow","E09000018",2020-05-20,2,939
"Islington","E09000019",2020-05-20,1,508
"Kensington and Chelsea","E09000020",2020-05-20,1,521
"Kingston upon Thames","E09000021",2020-05-20,7,682
"Lambeth","E09000022",2020-05-20,6,1300
"Lewisham","E09000023",2020-05-20,2,1133
"Merton","E09000024",2020-05-20,8,871
"Newham","E09000025",2020-05-20,0,1158
"Redbridge","E09000026",2020-05-20,8,1004
"Richmond upon Thames","E09000027",2020-05-20,1,488
"Southwark","E09000028",2020-05-20,0,1381
"Sutton","E09000029",2020-05-20,6,920
"Tower Hamlets","E09000030",2020-05-20,3,731
"Waltham Forest","E09000031",2020-05-20,1,937
"Wandsworth","E09000032",2020-05-20,4,1093
"Westminster","E09000033",2020-05-20,5,717
"Barking and Dagenham","E09000002",2020-05-21,4,654
"Barnet","E09000003",2020-05-21,8,1518
"Bexley","E09000004",2020-05-21,15,964
"Brent","E09000005",2020-05-21,3,1627
"Bromley","E09000006",2020-05-21,1,1455
"Camden","E09000007",2020-05-21,2,667
"Croydon","E09000008",2020-05-21,9,1764
"Ealing","E09000009",2020-05-21,4,1417
"Enfield","E09000010",2020-05-21,2,1109
"Greenwich","E09000011",2020-05-21,6,880
"Hackney and City of London","E09000012",2020-05-21,2,760
"Hammersmith and Fulham","E09000013",2020-05-21,2,698
"Haringey","E09000014",2020-05-21,4,702
"Harrow","E09000015",2020-05-21,4,1208
"Havering","E09000016",2020-05-21,10,876
"Hillingdon","E09000017",2020-05-21,7,996
"Hounslow","E09000018",2020-05-21,4,943
"Islington","E09000019",2020-05-21,1,509
"Kensington and Chelsea","E09000020",2020-05-21,5,526
"Kingston upon Thames","E09000021",2020-05-21,4,686
"Lambeth","E09000022",2020-05-21,10,1310
